Reading graph...
Reading contracted graph...
Info: Reading pbbs format
Running on /data0/graphs/links/grid_10000_10000_sym.bin: |V|=100000000, |E|=400000000, param=524288, num_src=25, num_round=10
source 0: 329511    
1151 Warmup Round: 0.688693
1151 Round 1: 0.635046
1151 Round 2: 0.697406
1151 Round 3: 0.635190
1151 Round 4: 0.720246
1151 Round 5: 0.665556
1151 Round 6: 0.678311
1151 Round 7: 0.675247
1151 Round 8: 0.637305
1151 Round 9: 0.723471
1151 Round 10: 0.651163
1151 Warmup Round: 0.754974
1151 Round 1: 0.727305
1151 Round 2: 0.745106
1151 Round 3: 0.757847
1151 Round 4: 0.808359
1151 Round 5: 0.709890
1151 Round 6: 0.720741
1151 Round 7: 0.732691
1151 Round 8: 0.766381
1151 Round 9: 0.732324
1151 Round 10: 0.777285
Average time: 0.671894	0.747793

source 1: 28713910  
1151 Warmup Round: 1.086370
1151 Round 1: 0.771695
1151 Round 2: 0.661187
1151 Round 3: 0.705700
1151 Round 4: 0.653246
1151 Round 5: 0.674978
1151 Round 6: 0.699676
1151 Round 7: 0.666312
1151 Round 8: 0.702587
1151 Round 9: 0.684003
1151 Round 10: 0.705471
1151 Warmup Round: 0.691838
1151 Round 1: 0.749605
1151 Round 2: 0.741885
1151 Round 3: 0.744121
1151 Round 4: 0.714290
1151 Round 5: 0.674200
1151 Round 6: 0.740595
1151 Round 7: 0.682089
1151 Round 8: 0.741231
1151 Round 9: 0.717373
1151 Round 10: 0.755284
Average time: 0.692485	0.726067

source 2: 98448204  
1151 Warmup Round: 0.674056
1151 Round 1: 0.773724
1151 Round 2: 0.670525
1151 Round 3: 0.751286
1151 Round 4: 0.698999
1151 Round 5: 0.660828
1151 Round 6: 0.695785
1151 Round 7: 0.674917
1151 Round 8: 0.739641
1151 Round 9: 0.644259
1151 Round 10: 0.722124
1151 Warmup Round: 1.074461
1151 Round 1: 0.747888
1151 Round 2: 0.686812
1151 Round 3: 0.804676
1151 Round 4: 0.733092
1151 Round 5: 0.799274
1151 Round 6: 0.702447
1151 Round 7: 0.787570
1151 Round 8: 0.857828
1151 Round 9: 0.822784
1151 Round 10: 0.814879
Average time: 0.703209	0.775725

source 3: 32612764  
1149 Warmup Round: 0.743798
1149 Round 1: 0.717975
1149 Round 2: 0.743567
1149 Round 3: 0.720727
1149 Round 4: 0.735933
1149 Round 5: 0.700854
1149 Round 6: 0.697815
1149 Round 7: 0.676031
1149 Round 8: 0.637893
1149 Round 9: 0.740417
1149 Round 10: 0.667473
1149 Warmup Round: 0.755739
1149 Round 1: 0.721350
1149 Round 2: 0.758517
1149 Round 3: 0.814748
1149 Round 4: 0.801833
1149 Round 5: 0.804045
1149 Round 6: 0.859360
1149 Round 7: 0.777099
1149 Round 8: 0.802819
1149 Round 9: 0.703174
1149 Round 10: 0.785457
Average time: 0.703869	0.782840

source 4: 46348061  
1150 Warmup Round: 0.791188
1150 Round 1: 0.693775
1150 Round 2: 0.683579
1150 Round 3: 0.657844
1150 Round 4: 0.755297
1150 Round 5: 0.677232
1150 Round 6: 0.724442
1150 Round 7: 0.692660
1150 Round 8: 0.740922
1150 Round 9: 0.661077
1150 Round 10: 0.710354
1150 Warmup Round: 0.813801
1150 Round 1: 0.774718
1150 Round 2: 0.829628
1150 Round 3: 0.782984
1150 Round 4: 0.781691
1150 Round 5: 0.805561
1150 Round 6: 0.772897
1150 Round 7: 0.809938
1150 Round 8: 0.755509
1150 Round 9: 0.822026
1150 Round 10: 0.753510
Average time: 0.699718	0.788846

source 5: 32663278  
1150 Warmup Round: 0.815776
1150 Round 1: 0.722339
