Reading graph...
Reading contracted graph...
Info: Reading pbbs format
Running on /data0/graphs/links/grid_10000_10000_sym.bin: |V|=100000000, |E|=400000000, param=1048576, num_src=25, num_round=10
source 0: 329511    
576 Warmup Round: 0.615079
576 Round 1: 0.603159
576 Round 2: 0.583470
576 Round 3: 0.548385
576 Round 4: 0.601816
576 Round 5: 0.585127
576 Round 6: 0.589451
576 Round 7: 0.560339
576 Round 8: 0.574390
576 Round 9: 0.620015
576 Round 10: 0.595462
576 Warmup Round: 0.619323
576 Round 1: 0.642758
576 Round 2: 0.657376
576 Round 3: 0.622169
576 Round 4: 0.627246
576 Round 5: 0.579006
576 Round 6: 0.638298
576 Round 7: 0.658167
576 Round 8: 0.626785
576 Round 9: 0.615032
576 Round 10: 0.613951
Average time: 0.586161	0.628079

source 1: 28713910  
576 Warmup Round: 0.877386
576 Round 1: 0.567776
576 Round 2: 0.628696
576 Round 3: 0.608705
576 Round 4: 0.658558
576 Round 5: 0.610998
576 Round 6: 0.587464
576 Round 7: 0.625892
576 Round 8: 0.654189
576 Round 9: 0.607903
576 Round 10: 0.581740
576 Warmup Round: 0.640291
576 Round 1: 0.664115
576 Round 2: 0.624287
576 Round 3: 0.619870
576 Round 4: 0.629028
576 Round 5: 0.660622
576 Round 6: 0.642025
576 Round 7: 0.675100
576 Round 8: 0.687126
576 Round 9: 0.658762
576 Round 10: 0.605252
Average time: 0.613192	0.646619

source 2: 98448204  
576 Warmup Round: 0.660049
576 Round 1: 0.635089
576 Round 2: 0.680281
576 Round 3: 0.648918
576 Round 4: 0.630797
576 Round 5: 0.593963
576 Round 6: 0.617321
576 Round 7: 0.650788
576 Round 8: 0.608782
576 Round 9: 0.611097
576 Round 10: 0.619563
576 Warmup Round: 0.881856
576 Round 1: 0.808722
576 Round 2: 0.650962
576 Round 3: 0.720647
576 Round 4: 0.671731
576 Round 5: 0.659861
576 Round 6: 0.681114
576 Round 7: 0.636932
576 Round 8: 0.619897
576 Round 9: 0.640543
576 Round 10: 0.666968
Average time: 0.629660	0.675738

source 3: 32612764  
575 Warmup Round: 0.636441
575 Round 1: 0.672276
575 Round 2: 0.593013
575 Round 3: 0.601312
575 Round 4: 0.651544
575 Round 5: 0.618359
575 Round 6: 0.649212
575 Round 7: 0.576571
575 Round 8: 0.580985
575 Round 9: 0.632642
575 Round 10: 0.678922
575 Warmup Round: 0.621168
575 Round 1: 0.617255
575 Round 2: 0.665924
575 Round 3: 0.693453
575 Round 4: 0.689434
575 Round 5: 0.673383
575 Round 6: 0.650988
575 Round 7: 0.679360
575 Round 8: 0.619676
575 Round 9: 0.666616
575 Round 10: 0.668240
Average time: 0.625484	0.662433

source 4: 46348061  
576 Warmup Round: 0.670951
576 Round 1: 0.646104
576 Round 2: 0.599165
576 Round 3: 0.653807
576 Round 4: 0.625612
576 Round 5: 0.620727
576 Round 6: 0.654232
576 Round 7: 0.628335
576 Round 8: 0.659217
576 Round 9: 0.643766
576 Round 10: 0.644144
576 Warmup Round: 0.647618
576 Round 1: 0.652229
576 Round 2: 0.664033
576 Round 3: 0.661068
576 Round 4: 0.669260
576 Round 5: 0.672423
576 Round 6: 0.684167
576 Round 7: 0.668711
576 Round 8: 0.666886
576 Round 9: 0.717392
576 Round 10: 0.667645
Average time: 0.637511	0.672381

source 5: 32663278  
576 Warmup Round: 0.657982
576 Round 1: 0.677647
576 Round 2: 0.634895
576 Round 3: 0.617448
576 Round 4: 0.647834
576 Round 5: 0.620750
576 Round 6: 0.605392
576 Round 7: 0.628561
576 Round 8: 0.667097
576 Round 9: 0.633304
576 Round 10: 0.644280
576 Warmup Round: 0.684687
576 Round 1: 0.632681
576 Round 2: 0.669063
576 Round 3: 0.625216
576 Round 4: 0.658566
576 Round 5: 0.657893
576 Round 6: 0.636715
576 Round 7: 0.689672
576 Round 8: 0.664808
576 Round 9: 0.648101
576 Round 10: 0.647260
Average time: 0.637721	0.652997

source 6: 71828276  
576 Warmup Round: 0.658187
